QQNO,system,animal_type,breed,age,live_weight_LW,mature_weight_MW,weight_gain_WG,milk_yield,milk_fat,kg_FPCM_year,Cfi,Ca,Cp,C,dig_energy,Ym,NEm,NEa,NEl,NEp,NEg,REM,REG,GE,EntFerm kgCH4,ASH,VS,bo,mms_pasture,mms_spread,mms_drylot,mms_solidstore,mms_composted,mms_liquid,mms_biogas,mms_burn,MMS%sold,MCFpasture,MCFspread,MCFdrylot,MCFsolidstore,MCFcomposted,MCFliquid,MCFbiogas,MCFburn,MCFsold,Sum of MCF*MMS,MMCH4EF,CP%,N_intake,N_retention,Nex,EF3pasture dep,EF3spread,EF3drylot,EF3solidstore,EF3composted,EF3liquid,EF3biogas,EF3burn,EF3sold,Fracgas/100pasture dep,Fracgas/100spread,Fracgas/100drylot,Fracgas/100solidstore,Fracgas/100composted,Fracgas/100liquid,Fracgas/100biogas,Fracgas/100burn,Fracgas/100sold,Fracleach/100pasture dep,Fracleach/100spread,Fracleach/100drylot,Fracleach/100solidstore,Fracleach/100composted,Fracleach/100liquid,Fracleach/100biogas,Fracleach/100burn,Fracleach/100sold,N2O_direct (kgN2O),EF4,N_volat (kgN2O),EF5,N_leach kgN2O,feed_kgCO2,feed transport_kgCO2,% of year present,EntFerm_kgCO2e,MMCH4_kgCO2e,N2O_direct_kgCO2e,N_volat_kgCO2e,Nleach_kgCO2e,feed_kgCO2,feed_transport_kgCO2,On-farm total kgCO2e,ann FPCM adjusted
343,1,12,1,29.32432432,308.6636936,348.7317615,0.26005656,0,0,0,0.322,0,0.1,0.8,52.91614596,6.5,23.71210084,0,0,2.371210084,5.420941853,0.457991742,0.220799629,154.0227361,65.66378101,0.08,3.923376136,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.181092824,10.08009974,0.134639743,0.00505375,48.89514738,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.384176158,0.01,0.230505695,0.0075,0.173,235.9988188,0.023079589,1,1641.594525,129.5273206,114.4844951,68.69069705,51.51802279,235.9988188,0.023079589,2241.836959,0
344,1,5,1,60,276.068987,348.7317615,0,7.753684932,4,2860.094007,0.375479452,0,0.088967972,0.8,58.49436243,6.5,25.43017751,0,23.80381274,2.262471309,0,0.487938297,0.267545637,180.4257299,76.9200439,0.08,4.094068751,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,6.808190688,10.06070698,0.15741662,0.040105267,55.15273534,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.433342921,0.01,0.260005752,0.0075,0.195,1009.333314,0.177825024,0.520547945,1001.01427,88.59974183,67.22157852,40.33294711,30.24971034,525.4063825,0.092566451,1752.917197,1488.816058
344,1,5,4,60,323.541972,348.7317615,0,2.097289969,4,773.6252534,0.345282218,0,0.082640071,0.8,58.09018338,6.5,26.34038898,0,6.438680203,2.17677162,0,0.486040336,0.264566204,123.8068553,52.78198817,0.08,2.834273182,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.713226244,10.00660076,0.107437249,0.010848052,38.78919375,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.304772237,0.01,0.182863342,0.0075,0.137,1042.208656,0.20034365,1,1319.549704,117.8306561,90.82212651,54.49327591,40.86995693,1042.208656,0.20034365,2665.974719,773.6252534
344,1,10,1,2,59.52055609,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,60.05185073,6.5,6.900111471,0,0,0,2.666872093,0.494906104,0.278506743,39.16261367,16.69601095,0.08,0.858230049,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,1.133352855,8.584462629,0.029154688,0.014997292,10.48186795,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.082357534,0.01,0.04941452,0.0075,0.037,368.515714,0.481425792,1,417.4002737,28.33382139,24.54254509,14.72552706,11.04414529,368.515714,0.481425792,865.0434524,0
345,1,5,1,36,334.7534527,348.7317615,0,10.04283903,4,3704.491991,0.386,0,0,0.8,61.74328254,6.5,30.20863512,0,30.83151583,0,0,0.501891446,0.289534758,196.9772591,83.97637865,0.08,4.150527584,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,6.90207834,11.55652676,0.197409038,0.051945719,68.31138638,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.536732322,0.01,0.322039393,0.0075,0.242,2369.656397,1.427087891,1,2099.409466,172.5519585,159.9462318,95.96773909,71.97580432,2369.656397,1.427087891,4970.934685,3704.491991
345,1,5,1,48,256.4960769,348.7317615,0,10.41657963,4,3842.35331,0.386,0,0,0.8,63.14995606,6.5,24.73989488,0,31.97889945,0,0,0.507277101,0.298067072,177.0551972,75.48310071,0.08,3.60655587,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.997486019,12.39916234,0.190381453,0.05387886,65.74522996,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.516569664,0.01,0.309941798,0.0075,0.232,2316.803533,1.132342313,1,1887.077518,149.9371505,153.9377599,92.36265592,69.27199194,2316.803533,1.132342313,4670.522951,3842.35331
345,1,9,1,20,281.1069897,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,55.07433775,6.5,22.10597146,0,0,0,5.05375659,0.470594614,0.240408291,123.462419,52.63514629,0.08,3.012055374,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,3.977629965,9.720592975,0.104076134,0.00546676,37.78011888,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.296843791,0.01,0.178106275,0.0075,0.134,292.6088967,1.357368301,1,1315.878657,99.44074913,88.45944977,53.07566986,39.8067524,292.6088967,1.357368301,1890.627543,0
345,1,7,1,12,125.0052451,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,69.4,6.5,12.03793651,0,0,0,4.652625843,0.527253177,0.32998909,53.21433447,22.68661429,0.08,0.918113114,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,1.212432635,7.2,0.033226511,0.012763716,11.9728824,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.094072647,0.01,0.056443588,0.0075,0.042,166.4089421,0,1,567.1653573,30.31081587,28.03364893,16.82018936,12.61514202,166.4089421,0,821.3540956,0
346,1,5,5,36,271.0891915,348.7317615,0,7.92505343,4,2923.306534,0.375479452,0,0.034519573,0.8,63.63558691,6.5,25.08535938,0,24.32991403,0.865935893,0,0.509052683,0.300886214,155.2183024,66.17348111,0.08,3.124158278,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.195287767,9.542407781,0.128447162,0.040991656,44.96139354,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.353268092,0.01,0.211960855,0.0075,0.159,1957.271896,0.768838793,1,1654.337028,129.8821942,105.2738915,63.16433487,47.37325116,1957.271896,0.768838793,3958.071434,2923.306534
347,2,5,1,48.81461017,346.2107201,348.7317615,0,8.615205479,4,3177.88223,0.375479452,0.008657723,0.087937794,0.8,59.77002445,6.5,30.13641299,0.260912708,26.44868082,2.650129666,0,0.493684731,0.276582679,201.6302247,85.96005537,0.08,4.446965809,0.17,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0.924379665,11.37285945,0.198860679,0.044561408,69.34969607,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.544890469,0.01,0.076284666,0.0075,0.245,580.3781844,1.722164209,0.37260274,800.7238035,8.610659896,60.50224913,8.470314878,27.22601211,216.2505016,0.641683103,1122.425224,1184.087625
347,2,11,1,1,54.06502966,483.2014829,0.342166925,0,0,0,0.322,0.006346408,0,1.2,59.93521601,6.5,6.420120891,0.040744704,0,0,1.145728288,0.494402693,0.277713561,28.68697137,12.22998016,0.08,0.630329746,0.135,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0.104049319,11.78108965,0.029308512,0.013383403,10.55443657,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.082927716,0.01,0.01160988,0.0075,0.037,184.2404554,1.722164209,1,305.7495039,2.601232976,24.71245935,3.459744309,11.12060671,184.2404554,1.722164209,533.6061669,0
347,2,9,1,18,164.6352563,348.7317615,0.26005656,0,0,0,0.322,0.008383581,0,0.8,57.34974066,6.5,14.79953278,0.12407308,0,0,3.383395135,0.482462409,0.258956407,76.7181563,32.70688694,0.08,1.784611456,0.135,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0.294588044,9.253497105,0.061564118,0.007345582,22.30584125,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.175260181,0.01,0.024536425,0.0075,0.079,365.5819864,1.722164209,1,817.6721735,7.364701095,52.227534,7.311854761,23.5023903,365.5819864,1.722164209,1275.382804,0
348,1,5,1,48,394.5442722,348.7317615,0,6.892164384,4,2542.305784,0.375479452,0,0.032378683,0.8,60.60323796,6.5,33.23976789,0,21.15894466,1.076259917,0,0.497247223,0.282198152,184.0894501,78.4819803,0.08,3.983617982,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,6.624517686,8.117953481,0.12959823,0.035649126,45.6170308,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.358419528,0.01,0.215051717,0.0075,0.161,384.9023043,0,1,1962.049508,165.6129422,106.8090193,64.08541155,48.06405866,384.9023043,0,2731.523244,2542.305784
348,1,6,1,48,346.2107201,348.7317615,0,6.892164384,4,2542.305784,0.375479452,0,0.021941886,0.8,62.01160888,6.5,30.13641299,0,21.15894466,0.661249742,0,0.502947421,0.291205569,166.5885701,71.02091331,0.08,3.487914989,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.800193352,7.970677246,0.115150025,0.035649126,40.53143492,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.318461274,0.01,0.191076765,0.0075,0.143,282.938878,0,1,1775.522833,145.0048338,94.90145977,56.94087586,42.7056569,282.938878,0,2398.014537,2542.305784
348,1,9,1,20.89285714,266.1673064,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,54.98359372,6.5,21.21885299,0,0,0,4.850948003,0.470092335,0.239625153,118.9109791,50.69475254,0.08,2.906396614,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,3.838100177,9.634878597,0.099355477,0.005694879,36.05822585,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.283314632,0.01,0.169988779,0.0075,0.127,256.0498814,0,1,1267.368814,95.95250443,84.42776024,50.65665614,37.99249211,256.0498814,0,1792.448108,0
348,1,12,1,28.75675676,237.8354272,348.7317615,0.26005656,0,0,0,0.322,0,0.1,0.8,49.40573774,6.5,19.50128734,0,0,1.950128734,4.458286737,0.434206231,0.183996621,149.039398,63.53925818,0.08,4.057322658,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.357978582,5.0151818,0.064820351,0.006136544,23.51424111,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.184754752,0.01,0.110852851,0.0075,0.083,293.5166574,0,1,1588.481455,133.9494646,55.05691597,33.03414958,24.77561219,293.5166574,0,2128.814254,0
349,1,5,1,47.11864573,375.944516,348.7317615,0,3.643864077,4,1344.108498,0.370219178,0,0.098220641,0.8,61.80223666,6.5,31.60834288,0,11.18666272,3.104591685,0,0.502124641,0.289903642,147.9085052,63.05713003,0.08,3.112246857,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.175479789,10.33618102,0.13257965,0.018847573,47.47950844,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.373053281,0.01,0.223831968,0.0075,0.168,1332.096175,15.28685884,1,1576.428251,129.3869947,111.1698776,66.70192657,50.02644492,1332.096175,15.28685884,3281.096529,1344.108498
349,1,4,1,40.2309017,334.7534527,348.7317615,0,5.325003426,4,1964.228689,0.370219178,0,0.1,0.8,61.97513714,6.5,28.97361675,0,16.34776052,2.897361675,0,0.5028047,0.290979689,154.7387283,65.96902657,0.08,3.242625436,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.392291542,10.4834627,0.14067839,0.027543121,49.93333891,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.392333377,0.01,0.235400026,0.0075,0.177,1308.913663,3.347863981,1,1649.225664,134.8072886,116.9153464,70.14920784,52.61190588,1308.913663,3.347863981,3335.970939,1964.228689
350,2,5,1,96,334.7534527,348.7317615,0,10.56880154,4,3898.503254,0.375479452,0.078697557,0.086476868,0.8,67.70627007,6.5,29.38528954,2.312550497,32.44622071,2.541147814,0,0.522413455,0.322210121,188.5325193,80.37617288,0.08,3.412002423,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.67395531,9.275485077,0.151651431,0.054666215,52.32684594,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.411139504,0.01,0.246683702,0.0075,0.185,2431.100955,1.788668112,1,2009.404322,141.8488827,122.5195721,73.51174328,55.13380746,2431.100955,1.788668112,4835.307951,3898.503254
350,2,5,1,36,369.8719503,348.7317615,0,5.307139625,4,1957.639286,0.380915068,0.079533639,0.010320285,0.8,67.07048231,6.5,32.12674314,2.555156804,16.29291865,0.331557136,0,0.52049404,0.319133681,146.968461,62.65636546,0.08,2.706382889,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.500552362,9.276053086,0.118225452,0.027450722,41.96772855,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.329746439,0.01,0.197847863,0.0075,0.148,2458.401593,1.788668112,1,1566.409137,112.5138091,98.26443871,58.95866323,44.21899742,2458.401593,1.788668112,4340.555306,1957.639286
350,2,5,1,36,346.2107201,348.7317615,0,5.307139625,4,1957.639286,0.380915068,0.021335445,0.010320285,0.8,67.50495538,6.5,30.57268183,0.652281769,16.29291865,0.31551878,0,0.521811957,0.32124553,135.7943122,57.8925437,0.08,2.471194539,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.109448246,9.244303953,0.108862777,0.027450722,38.64416152,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.303632698,0.01,0.182179619,0.0075,0.137,2446.798822,1.788668112,1,1447.313592,102.7362062,90.48254391,54.28952635,40.71714476,2446.798822,1.788668112,4184.126504,1957.639286
351,1,5,1,52.30490899,334.7534527,348.7317615,0,6.142641295,4,2265.829952,0.386,0,0,0.8,60.76318079,6.5,30.20863512,0,18.85790878,0,0,0.497914533,0.283251179,162.1773376,69.14029352,0.08,3.496514714,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.814494178,13.7521619,0.193412596,0.031772283,68.35261441,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.537056256,0.01,0.322233754,0.0075,0.242,1640.563505,0.311574445,1,1728.507338,145.3623544,160.0427643,96.02565859,72.01924394,1640.563505,0.311574445,3842.832439,2265.829952
351,1,5,1,47.94983403,369.8719503,348.7317615,0,4.081411938,4,1505.50634,0.385824658,0,0.000355872,0.8,60.42155398,6.5,32.5408226,0,12.52993465,0.011580364,0,0.496482819,0.280992366,150.283158,64.06950445,0.08,3.265679116,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.430628429,13.64990595,0.177894935,0.021110751,63.56089539,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.499407035,0.01,0.299644221,0.0075,0.225,1661.355098,0.311574445,1,1601.737611,135.7657107,148.8232965,89.2939779,66.97048343,1661.355098,0.311574445,3704.257752,1505.50634
351,1,5,2,54.29257541,369.8719503,348.7317615,0,7.048368171,4,2599.924519,0.385824658,0,0.000355872,0.8,60.42155398,6.5,32.5408226,0,21.63849029,0.011580364,0,0.496482819,0.280992366,180.6467677,77.01427788,0.08,3.925485628,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,6.527847069,13.64990595,0.213837302,0.036457077,75.20511796,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.590897355,0.01,0.354538413,0.0075,0.266,1661.355098,0.311574445,1,1925.356947,163.1961767,176.0874119,105.6524471,79.23933535,1661.355098,0.311574445,4111.19899,2599.924519
352,1,5,1,50.59023704,433.4890272,348.7317615,0,7.298121398,4,2692.050742,0.375479452,0,0.067836655,0.8,66.36462275,6.5,35.67136735,0,22.40523269,2.419826233,0,0.518293929,0.315613041,175.880207,74.9821727,0.08,3.300689705,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.488848939,12.2059908,0.18617168,0.037748904,65.38752476,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.513759123,0.01,0.308255474,0.0075,0.231,2960.494943,2.202177406,1,1874.554318,137.2212235,153.1002187,91.86013121,68.89509841,2960.494943,2.202177406,5288.32811,2692.050742
352,1,5,1,46.82687863,318.0276701,348.7317615,0,6.635343577,4,2447.57255,0.375479452,0,0.060084555,0.8,67.47414734,6.5,28.27709925,0,20.37050478,1.699016929,0,0.521719399,0.321097141,143.0197246,60.97291942,0.08,2.604880215,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.331759505,11.13873048,0.138151386,0.034320743,48.69462355,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.382600614,0.01,0.229560368,0.0075,0.172,2027.961657,1.625187693,1,1524.322986,108.2939876,114.0149828,68.40898971,51.30674228,2027.961657,1.625187693,3895.934533,2447.57255
352,1,5,1,41.64935668,369.8719503,348.7317615,0,3.242943279,4,1196.221244,0.350863299,0,0.071312811,0.8,66.48221205,6.5,29.59214798,0,9.955835867,2.110299267,0,0.518665605,0.316207383,120.8115502,51.50501397,0.08,2.260149351,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,3.758492761,11.46148225,0.120080602,0.016773845,43.09423171,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.338597535,0.01,0.203158521,0.0075,0.152,2062.392337,1.625187693,1,1287.625349,93.96231903,100.9020654,60.54123924,45.40592943,2062.392337,1.625187693,3652.454427,1196.221244
352,1,5,1,52.62823737,413.7231837,348.7317615,0,7.68397797,4,2834.38127,0.375479452,0,0.074200214,0.8,65.84908544,6.5,34.44439563,0,23.58981237,2.555781511,0,0.516639561,0.312969567,178.099816,75.92844806,0.08,3.38812856,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.634254508,11.66748633,0.180203982,0.039744714,63.16026666,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.496259238,0.01,0.297755543,0.0075,0.223,2092.034644,1.625187693,1,1898.211201,140.8563627,147.8852529,88.73115176,66.54836382,2092.034644,1.625187693,4435.892164,2834.38127
352,1,4,2,49.21033473,312.5739364,348.7317615,0,5.439849664,4,2006.591906,0.375479452,0,0.1,0.8,67.59337509,6.5,27.91262924,0,16.70033847,2.791262924,0,0.52207685,0.321670267,134.3317071,57.26899823,0.08,2.438655257,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.055337373,11.09993666,0.129307182,0.028137153,45.86912872,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.360400297,0.01,0.216240178,0.0075,0.162,2024.541391,1.625187693,1,1431.724956,101.3834343,107.3992885,64.43957312,48.32967984,2024.541391,1.625187693,3779.44351,2006.591906
352,1,4,1,43.20831777,334.7534527,348.7317615,0,5.960259716,4,2198.555041,0.375479452,0,0.1,0.8,67.11730754,6.5,29.38528954,0,18.29799733,2.938528954,0,0.520637391,0.319363282,144.8664567,61.76022796,0.08,2.66429256,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.43055867,11.25483753,0.141393902,0.03082893,50.017731,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.392996458,0.01,0.235797875,0.0075,0.177,2039.020518,1.625187693,1,1544.005699,110.7639667,117.1129444,70.26776666,52.70082499,2039.020518,1.625187693,3935.496907,2198.555041
353,1,3,1,19.26190476,143.9477526,483.2014829,0.145692495,0,0,0,0.322,0,0,1.2,61.18789065,6.5,13.38164604,0,0,0,0.93600774,0.499661302,0.286009402,49.11769334,20.94011275,0.08,1.048566663,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,1.384705678,9.212517773,0.039240986,0.005194473,14.24855976,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.11195297,0.01,0.067171782,0.0075,0.05,699.7861136,0.802336252,0.139726027,73.1469692,4.836985589,4.661537621,2.796922572,2.097691929,97.77833368,0.112107257,185.4305478,0
353,1,9,2,19.71428571,154.0691691,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,61.41317614,6.5,14.08129759,0,0,0,3.219195801,0.500573227,0.287450419,64.04078352,27.30220286,0.08,1.359951264,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,1.795910841,9.351513838,0.051935243,0.007530274,18.81361716,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.147821278,0.01,0.088692767,0.0075,0.067,693.533655,0.673475216,0.139726027,95.3707086,6.273387183,6.155035009,3.693021005,2.769765754,96.90470248,0.094102016,211.2607221,0
354,2,5,2,48,354.1091532,348.7317615,0,7.217,4,2662.127573,0.386,0.058226999,0,0.8,62.57399466,6.5,31.5094026,1.834697951,22.15619,0,0,0.505116372,0.294640607,175.5941046,74.86020001,0.08,3.627224568,0.17,0.041666667,0,0,0.958333333,0,0,0,0,0,0.015,0,0,0.04,0,0,0,0,0,0.038958333,5.874777218,9.117970335,0.138845471,0.03732931,48.78679981,0.02,0,0,0.005,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0.431240463,0.01,0.22680054,0.0075,0.172,347.7211807,0.109628046,1,1871.505,146.8694305,128.5096579,67.5865608,51.40386315,347.7211807,0.109628046,2613.705321,2662.127573
354,2,7,2,11,281.1069897,348.7317615,0.419705907,0,0,0,0.322,0.001996529,0,0.8,63.1806665,6.5,22.10597146,0.044135203,0,0,8.543890723,0.507390626,0.298247224,114.4368222,48.78730651,0.08,2.329287819,0.135,0.041666667,0,0,0.958333333,0,0,0,0,0,0.015,0,0,0.04,0,0,0,0,0,0.038958333,2.995883771,8.215716028,0.081533263,0.008386821,29.51005208,0.02,0,0,0.005,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0.260847782,0.01,0.137186611,0.0075,0.104,93.39757412,0,1,1219.682663,74.89709428,77.73263896,40.88161012,31.09305558,93.39757412,0,1537.684636,0
355,1,5,8,49.09561943,256.4960769,348.7317615,0,4.092799823,4,1509.706978,0.373550685,0,0.041192918,0.8,55.8,6.5,23.94198103,0,12.56489546,0.986240065,0,0.474528854,0.246547515,141.5972171,60.36646858,0.08,3.403244984,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.659392214,9.5,0.116654618,0.021169654,41.67755419,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.327466497,0.01,0.196479898,0.0075,0.147,126.0429302,0,1,1509.161714,141.4848054,97.58501617,58.5510097,43.91325728,126.0429302,0,1976.738733,1509.706978
356,1,5,3,58.73040597,352.0322539,348.7317615,0,5.905912891,4,2178.508182,0.375479452,0,0.073309609,0.8,58.96706253,6.5,30.51567758,0,18.13115257,2.237092377,0,0.490110144,0.27095823,176.0667704,75.06170939,0.08,3.953658294,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,6.574696523,8.295573166,0.126662311,0.030547825,44.81946436,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.352152934,0.01,0.211291761,0.0075,0.158,416.4839148,0.548570817,0.643835616,1208.185048,105.8255947,67.56512324,40.53907395,30.40430546,268.147178,0.35318943,1721.019513,1402.601158
356,1,7,3,4,99.71474639,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,58.7,6.5,10.16074175,0,0,0,3.927095778,0.488889381,0.269039635,60.2726283,25.69574315,0.08,1.36147537,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,1.797923529,8,0.041815157,0.013579792,15.0552702,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.118291409,0.01,0.070974845,0.0075,0.053,61.69838237,0,1,642.3935788,44.94808822,35.25083981,21.15050389,15.86287791,61.69838237,0,821.304271,0
357,1,4,1,36,369.8719503,348.7317615,0,3.618386301,4,1334.710537,0.343391781,0,0.06227758,0.8,58.9538862,6.5,28.96199298,0,11.10844595,1.803682837,0,0.490050292,0.27086414,144.9414562,61.79220212,0.08,3.255677715,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.413996699,8.280990173,0.104087482,0.018715791,37.28088181,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.292921214,0.01,0.175752729,0.0075,0.132,425.8334602,0.548570817,1,1544.805053,135.3499175,87.29052183,52.3743131,39.28073482,425.8334602,0.548570817,2285.482571,1334.710537
